filename,shape,sampling_rate,duration_sec,split,speaker_id,chapter_id,id,text,device,distance
./dataset/3_1320_122617_0027.wav,"(273117,)",48000,5.6899,test.clean,1320,122617,1320_122617_0027,AS SOON AS THESE DISPOSITIONS WERE MADE THE SCOUT TURNED TO DAVID AND GAVE HIM HIS PARTING INSTRUCTIONS,3,0.3
./dataset/3_1320_122612_0001.wav,"(456960,)",48000,9.52,test.clean,1320,122612,1320_122612_0001,THE DEWS WERE SUFFERED TO EXHALE AND THE SUN HAD DISPERSED THE MISTS AND WAS SHEDDING A STRONG AND CLEAR LIGHT IN THE FOREST WHEN THE TRAVELERS RESUMED THEIR JOURNEY,3,0.3
./dataset/3_260_123440_0001.wav,"(83520,)",48000,1.74,test.clean,260,123440,260_123440_0001,POOR ALICE,3,0.3
./dataset/3_6930_75918_0010.wav,"(145680,)",48000,3.035,test.clean,6930,75918,6930_75918_0010,I CAN PERCEIVE LOVE CLEARLY ENOUGH,3,0.3
./dataset/3_1320_122612_0004.wav,"(308400,)",48000,6.425,test.clean,1320,122612,1320_122612_0004,DISTRUSTING HIS OWN JUDGMENT HIS APPEALS TO THE OPINION OF CHINGACHGOOK WERE FREQUENT AND EARNEST,3,0.3
./dataset/3_7902_96592_0009.wav,"(235680,)",48000,4.91,test.other,7902,96592,7902_96592_0009,THERE WAS AN INTERVAL OF THINKING OVER THIS KNOTTY QUESTION DURING WHICH THE LOW WHISTLING WENT ON,3,0.3
./dataset/3_7902_96591_0021.wav,"(142080,)",48000,2.96,test.other,7902,96591,7902_96591_0021,A NARROW TABLE AGAINST THE WALL IN TWO PLACES,3,0.3
./dataset/3_7902_96591_0013.wav,"(258240,)",48000,5.38,test.other,7902,96591,7902_96591_0013,NO HE THOUGHT TO HIMSELF I DON'T BELIEVE THEY WOULD KILL ME BUT THEY WOULD KNOCK ME ABOUT,3,0.3
./dataset/3_7902_96594_0003.wav,"(117840,)",48000,2.455,test.other,7902,96594,7902_96594_0003,THAT'S RIGHT OF COURSE WELL ARMED,3,0.3
./dataset/3_7902_96592_0005.wav,"(413040,)",48000,8.605,test.other,7902,96592,7902_96592_0005,THE DULL SOUND OF DEPARTING STEPS AND A LOW WHISTLING SOUND COMING DOWN THROUGH THE SKYLIGHT WINDOW INTO THE CABIN WHERE ARCHY RAYSTOKE LAY WITH HIS HEAVY EYELIDS PRESSED DOWN BY SLEEP,3,0.3
./dataset/3_7902_96592_0000.wav,"(202080,)",48000,4.21,test.other,7902,96592,7902_96592_0000,SURE YOU'VE LOOKED ROUND EVERYWHERE BOY YES FATHER QUITE,3,0.3
./dataset/3_7902_96591_0015.wav,"(461280,)",48000,9.61,test.other,7902,96591,7902_96591_0015,TO DO THIS HE MUST SCHEME LIE HID TILL MORNING THEN MAKE FOR THE NEAREST POINT AND SIGNAL FOR HELP UNLESS A BOAT'S CREW WERE ALREADY SEARCHING FOR HIM HOW TO ESCAPE,3,0.3
./dataset/3_7902_96591_0016.wav,"(290160,)",48000,6.045,test.other,7902,96591,7902_96591_0016,THE WINDOW WAS BARRED BUT HE WENT TO IT AND TRIED THE BARS ONE BY ONE TO FIND THEM ALL SOLIDLY FITTED INTO THE STONE SILL,3,0.3
./dataset/3_7902_96594_0015.wav,"(123359,)",48000,2.57,test.other,7902,96594,7902_96594_0015,AWK WARD MISTER GURR AWKWARD,3,0.3
./dataset/3_7902_96592_0016.wav,"(99600,)",48000,2.075,test.other,7902,96592,7902_96592_0016,HULLO HE SAID WHO ARE YOU,3,0.3
./dataset/3_7800_283493_0026.wav,"(662160,)",48000,13.795,train.clean.100,7800,283493,7800_283493_0026,FRANK HOWEVER UNDERSTOOD WHAT A BLIZZARD MEANT UP THERE IN MAINE HE HAD BEEN IN ONE OR TWO HIMSELF AND WOULD NOT CARE TO REPEAT CERTAIN EXPERIENCES THAT HAD COME HIS WAY UNLESS WELL PROVIDED AGAINST HUNGER AND BITTER COLD,3,0.3
./dataset/3_7800_283493_0034.wav,"(706320,)",48000,14.715,train.clean.100,7800,283493,7800_283493_0034,WE'RE NOT THE BABES IN THE WOODS YOU KNOW IF I DO SAY IT MYSELF WE'VE HAD OUR EYETEETH CUT FOR SOME TIME THERE NEVER WAS SUCH A BULLY CHANCE TO GET A BIG MOOSE AND WE WANT TO DO OUR LEVEL BEST LOOK FOR US WHEN WE COME,3,0.3
./dataset/3_2514_149482_0095.wav,"(682080,)",48000,14.21,train.clean.100,2514,149482,2514_149482_0095,SHE ENUNCIATED TO RELIEVE HIS BEWILDERMENT THE OBVIOUS TRUTH THAT YOU COULDN'T LEAVE LONDON FOR THREE MONTHS AT THAT TIME OF THE YEAR AND COME BACK TO FIND YOUR FRIENDS JUST WHERE THEY WERE AS THEY HAD OF COURSE BEEN JIGGING AWAY,3,0.3
./dataset/3_374_180298_0006.wav,"(639840,)",48000,13.33,train.clean.100,374,180298,374_180298_0006,I CAME TO PARIS STUDIED LAW WAS CALLED TO THE BAR AND LIKE MANY OTHER YOUNG MEN PUT MY DIPLOMA IN MY POCKET AND LET MYSELF DRIFT AS ONE SO EASILY DOES IN PARIS,3,0.3
./dataset/3_2514_149482_0105.wav,"(680640,)",48000,14.18,train.clean.100,2514,149482,2514_149482_0105,THAT WITH SUCH STUFF AS THE STRANGE ENGLISH GIRL WAS MADE OF STUFF THAT IN SPITE OF MAUD MANNINGHAM WHO WAS FULL OF SENTIMENT SHE HAD NEVER KNOWN THERE WAS NONE OTHER TO BE EMPLOYED THESE THINGS WERE OF LATER EVIDENCE,3,0.3
./dataset/3_374_180298_0010.wav,"(679440,)",48000,14.155,train.clean.100,374,180298,374_180298_0010,SHE WOULD WRITE TO ME IN THE MORNING THAT SHE WOULD DINE WITH ME NOT AT HOME BUT AT SOME RESTAURANT IN PARIS OR IN THE COUNTRY I WOULD CALL FOR HER AND WE WOULD DINE AND GO ON TO THE THEATRE OFTEN HAVING SUPPER AS WELL,3,0.3
./dataset/3_374_180298_0000.wav,"(697440,)",48000,14.53,train.clean.100,374,180298,374_180298_0000,CHAPTER SIXTEEN I MIGHT HAVE TOLD YOU OF THE BEGINNING OF THIS LIAISON IN A FEW LINES BUT I WANTED YOU TO SEE EVERY STEP BY WHICH WE CAME I TO AGREE TO WHATEVER MARGUERITE WISHED,3,0.3
./dataset/3_2514_149482_0090.wav,"(403439,)",48000,8.405,train.clean.100,2514,149482,2514_149482_0090,THE CREATURE IN FINE AS TO WHOM SPANGLES OR SPOTS OF ANY SUFFICIENTLY MARKED AND EXHIBITED SORT COULD BE LOUDLY ENOUGH PREDICATED,3,0.3
./dataset/3_2514_149482_0051.wav,"(717120,)",48000,14.94,train.clean.100,2514,149482,2514_149482_0051,TO A PERCEPTION OF MORE ELEMENTS IN THE OCCASION THAN HE WAS HIMSELF ABLE TO COUNT SHE WAS ACCESSIBLE TO SIDES OF IT HE IMAGINED THAT WERE AS YET OBSCURE TO HIM FOR THOUGH SHE UNMISTAKEABLY REJOICED AND SOARED,3,0.3
./dataset/3_7800_283478_0033.wav,"(770160,)",48000,16.045,train.clean.100,7800,283478,7800_283478_0033,PERHAPS HE'S HELD WILL UP TO TELL HIM ABOUT SOMETHING YOU KNOW UNCLE FELIX THINKS HEAPS OF OUR CHUM YES AND OF ALL THE REST OF US IN THE BARGAIN THERE HE COMES EXCLAIMED BLUFF AND SAY HE SEEMS TO BE IN A TERRIBLE HURRY ADDED JERRY,3,0.3
./dataset/3_2514_149482_0014.wav,"(727920,)",48000,15.165,train.clean.100,2514,149482,2514_149482_0014,THE HUMILIATION OF THIS IMPOTENCE WAS PRECISELY WHAT AUNT MAUD SOUGHT TO MITIGATE FOR HIM BY KEEPING HIM DOWN AND AS HER EFFORT TO THAT END HAD DOUBTLESS NEVER YET BEEN SO VISIBLE HE HAD PROBABLY NEVER FELT SO DEFINITELY PLACED IN THE WORLD,3,0.3
./dataset/3_3240_131231_0078.wav,"(691443,)",48000,14.4051,train.clean.100,3240,131231,3240_131231_0078,AS TO DISCUSSION NOT A WORD OR SCIENCE AND ITS CONTINUITY WITH PRESBYTERIANISM DATA LIKE THIS ARE DAMNED AT BIRTH THE WEATHER REVIEW DOES SPRINKLE OR BAPTIZE OR ATTEMPT TO SAVE THIS INFANT,3,0.3
./dataset/3_374_180298_0059.wav,"(454560,)",48000,9.47,train.clean.100,374,180298,374_180298_0059,WELL TELL THE DUKE TO TAKE IT FOR YOU HE WOULD DO SO I AM SURE I'LL SEE ABOUT IT IF YOU LIKE MARGUERITE LOOKED AT ME,3,0.3
./dataset/3_7800_283478_0030.wav,"(813120,)",48000,16.94,train.clean.100,7800,283478,7800_283478_0030,OH WELL I NOTICED A LOT OF DODGING BEING DONE COMMENTED FRANK AND ONLY FOR THAT ALL OF US MIGHT HAVE MADE MORE BULL'S EYES CHANCES ARE THAT ANDY WILL HAVE A CIRCLE AROUND HIS LEFT EYE AFTER THAT SMASH HE GOT OBSERVED JERRY A HARD SNOWBALL CAN STING LIKE FUN WHEN IT CATCHES YOU THERE,3,0.3
./dataset/3_7800_283478_0018.wav,"(185520,)",48000,3.865,train.clean.100,7800,283478,7800_283478_0018,ALTHOUGH THE LATTER HAD NOT BEEN A RESIDENT THERE MUCH MORE THAN THREE YEARS,3,0.3
./dataset/3_3240_131231_0026.wav,"(729120,)",48000,15.19,train.clean.100,3240,131231,3240_131231_0026,HAVING PUBLISHED A REPORT OF A FALL OF FISHES WRITES I AM CONTINUALLY RECEIVING SIMILAR ACCOUNTS OF FROGS AND FISHES BUT IN ALL THE VOLUMES OF THE ZOOLOGIST I CAN FIND ONLY TWO REPORTS OF SUCH FALLS THERE IS NOTHING TO CONCLUDE,3,0.3
./dataset/3_374_180299_0019.wav,"(668400,)",48000,13.925,train.clean.100,374,180299,374_180299_0019,FAR THAT MY MISTRESS NOW BELONGED TO ME MORE COMPLETELY AND MY DREAM WAS AT LENGTH REALIZED MARGUERITE COULD NOT BE WITHOUT ME NOT CARING WHAT THE RESULT MIGHT BE SHE PUBLICLY PROCLAIMED OUR LIAISON,3,0.3
./dataset/3_374_180299_0033.wav,"(707280,)",48000,14.735,train.clean.100,374,180299,374_180299_0033,SAID SHE TURNING TO PRUDENCE AND SPEAKING IN A BROKEN VOICE YOU CAN REPORT THIS SCENE TO THE DUKE AND YOU CAN ADD THAT WE HAVE NO LONGER NEED OF HIM FROM THAT DAY FORTH THE DUKE WAS NEVER REFERRED TO,3,0.3
./dataset/3_374_180299_0043.wav,"(371520,)",48000,7.74,train.clean.100,374,180299,374_180299_0043,HE WOULD BRING HER BACK TO HIM BUT WHEN HE HAD PERCEIVED THE USELESSNESS OF THESE MEANS HE COULD HOLD OUT NO LONGER,3,0.3
./dataset/3_3240_131231_0068.wav,"(694560,)",48000,14.47,train.clean.100,3240,131231,3240_131231_0068,A CORRESPONDENT WRITES FROM THE DOVE MARINE LABORATORY CUTTERCOATS ENGLAND THAT AT HINDON A SUBURB OF SUNDERLAND AUGUST TWENTY FOURTH NINETEEN EIGHTEEN HUNDREDS OF SMALL FISHES IDENTIFIED AS SAND EELS HAD FALLEN,3,0.3
./dataset/3_3240_131232_0008.wav,"(597600,)",48000,12.45,train.clean.100,3240,131232,3240_131232_0008,BUT THE OMNIPRESENCE OF HETEROGENEITY OR LIVING FISHES ALSO PONDS OF FRESH WATER OCEANS OF SALT WATER AS TO THE LAW OF GRAVITATION I PREFER TO TAKE ONE SIMPLE STAND,3,0.3
./dataset/3_3240_131232_0037.wav,"(720000,)",48000,15.0,train.clean.100,3240,131232,3240_131232_0037,SUGGESTS TO ME SOMETHING OF A MIGRATORY NATURE BUT THAT SNAKES IN THE UNITED STATES DO NOT MIGRATE IN THE MONTH OF JANUARY IF EVER AS TO FALLS OR FLUTTERINGS OF WINGED INSECTS FROM THE SKY PREVAILING NOTIONS OF SWARMING WOULD SEEM EXPLANATORY ENOUGH,3,0.3
./dataset/3_374_180299_0006.wav,"(740400,)",48000,15.425,train.clean.100,374,180299,374_180299_0006,I TOOK IT WAS I RIGHT I FLUNG MY ARMS AROUND HER NECK AND KISSED HER IT WILL BE CHARMING SHE CONTINUED YOU HAVE THE KEY OF THE LITTLE DOOR AND I HAVE PROMISED THE DUKE THE KEY OF THE FRONT DOOR,3,0.3
./dataset/3_3240_131231_0008.wav,"(119760,)",48000,2.495,train.clean.100,3240,131231,3240_131231_0008,JULY THIRTIETH EIGHTEEN THIRTY EIGHT,3,0.3
./dataset/3_7800_283492_0013.wav,"(674400,)",48000,14.05,train.clean.100,7800,283492,7800_283492_0013,THE BIG COWARD MUTTERED BLUFF CLENCHING HIS FISTS AND SHAKING HIS HEAD AS THOUGH HE WOULD LIKE NOTHING BETTER THAN TO GET IN A BLOW AT THE BULLY MY OPINION AS FAR AS I HAVE ANY IS ABOUT LIKE THIS FRANK CONTINUED,3,0.3
./dataset/3_3240_131231_0034.wav,"(776879,)",48000,16.185,train.clean.100,3240,131231,3240_131231_0034,THE FISHES THEMSELVES HAD FALLEN BY PAILFULS IF THESE FISHES WERE NOT UPON THE GROUND IN THE FIRST PLACE WE BASE OUR OBJECTIONS TO THE WHIRLWIND EXPLANATION UPON TWO DATA THAT THEY FELL IN NO SUCH DISTRIBUTION AS ONE COULD ATTRIBUTE TO THE DISCHARGE OF A WHIRLWIND,3,0.3
./dataset/3_7800_283493_0030.wav,"(714003,)",48000,14.8751,train.clean.100,7800,283493,7800_283493_0030,WE TAKE IT ALL BACK JERRY VOWED AFTER THIS WE'LL OWN UP THAT YOU KNOW A BULL MOOSE FROM A MULE OR A BUCK DEER EVERY TIME THAT'S GOING TO BE A PRIZE PICTURE ALL RIGHT THOSE LAST WORDS FROM FRANK MADE WILL VERY PROUD,3,0.3
./dataset/3_2514_149482_0032.wav,"(780720,)",48000,16.265,train.clean.100,2514,149482,2514_149482_0032,THAT THE DISCIPLINED FACE DID OFFER HIM OVER THE FOOTLIGHTS AS HE BELIEVED THE SMALL GLEAM FINE FAINT BUT EXQUISITE OF A SPECIAL INTELLIGENCE SO MIGHT A PRACTISED PERFORMER EVEN WHEN RAKED BY DOUBLE BARRELLED GLASSES SEEM TO BE ALL IN HER PART,3,0.3
./dataset/3_7800_283478_0024.wav,"(693120,)",48000,14.44,train.clean.100,7800,283478,7800_283478_0024,CHANCES ARE WE'LL BE DROPPING IN TO SEE HOW OLD JESSE WILCOX IS GETTING ON WITH HIS MUSKRAT TRAPPING I THINK I'D ENJOY ANOTHER TURN UP THERE IN THE WOODS ONE THING SURE SAID FRANK WE MUST ARRANGE TO GO AWAY SOMEWHERE AND DO A LITTLE HUNTING AGAIN,3,0.3
./dataset/3_374_180298_0013.wav,"(622320,)",48000,12.965,train.clean.100,374,180298,374_180298_0013,MY LOVE FOR HER HAD SO DISTURBING AN INFLUENCE UPON ME THAT EVERY MOMENT I SPENT AWAY FROM MARGUERITE WAS LIKE A YEAR AND THAT I FELT THE NEED OF CONSUMING THESE MOMENTS IN THE FIRE OF SOME SORT OF PASSION,3,0.3
./dataset/3_2514_149482_0017.wav,"(713760,)",48000,14.87,train.clean.100,2514,149482,2514_149482_0017,THE IDEA OF A VISIT TO THE WONDERFUL COUNTRY HAD CLEARLY BUT JUST OCCURRED TO HER YET SHE WAS TALKING OF IT AT THE END OF A MINUTE AS HER FAVOURITE DREAM HE DIDN'T BELIEVE IN IT BUT HE PRETENDED TO THIS HELPED HER AS WELL AS ANYTHING ELSE,3,0.3
./dataset/3_3240_131232_0020.wav,"(767760,)",48000,15.995,train.clean.100,3240,131232,3240_131232_0020,BUT HAS ALWAYS SOUGHT POSITIVELY TO PROVE OR TO DISPROVE SOMETHING THAT WAS CONCEIVED OF OR SUSPECTED IN ADVANCE AS I SUSPECTED SAYS THIS CORRESPONDENT I FOUND THAT THE SNAILS WERE OF A FAMILIAR LAND SPECIES THAT THEY HAD BEEN UPON THE GROUND,3,0.3
./dataset/3_7800_283493_0003.wav,"(761280,)",48000,15.86,train.clean.100,7800,283493,7800_283493_0003,BUT GO ON WILL WHAT HAPPENED NEXT OH I LOOKED UP TO SEE WHAT HAD MADE THAT QUEER SOUND AND THERE HE WAS JUST STANDING AND LOOKING STRAIGHT AT ME I WAS NEARLY SCARED TO DEATH AT FIRST FOR HE LOOKED NEARLY AS BIG AS A BARN,3,0.3
./dataset/3_374_180298_0028.wav,"(721680,)",48000,15.035,train.clean.100,374,180298,374_180298_0028,THEN SHE SOMETIMES CAME TO DINE WITH ME ONE MORNING I DID NOT GO TILL EIGHT AND THERE CAME A DAY WHEN I DID NOT GO TILL TWELVE BUT SOONER THAN THE MORAL METAMORPHOSIS A PHYSICAL METAMORPHOSIS CAME ABOUT IN MARGUERITE,3,0.3
./dataset/3_374_180299_0021.wav,"(751680,)",48000,15.66,train.clean.100,374,180299,374_180299_0021,AND THAT HAPPEN WHAT MIGHT SHE WOULD NOT SACRIFICE THE PLEASURE OF HAVING ME CONSTANTLY WITH HER ADDING THAT THOSE WHO WERE NOT SATISFIED WITH THIS ARRANGEMENT WERE FREE TO STAY AWAY SO MUCH I HAD HEARD ONE DAY WHEN PRUDENCE HAD SAID TO MARGUERITE,3,0.3
./dataset/3_374_180298_0036.wav,"(663600,)",48000,13.825,train.clean.100,374,180298,374_180298_0036,THE TIME OF THE YEAR WHEN I WAS ACCUSTOMED TO JOIN MY FATHER AND SISTER HAD NOW ARRIVED AND I DID NOT GO BOTH OF THEM WROTE TO ME FREQUENTLY BEGGING ME TO COME TO THESE LETTERS I REPLIED AS BEST I COULD,3,0.3
./dataset/3_7800_283492_0029.wav,"(668880,)",48000,13.935,train.clean.100,7800,283492,7800_283492_0029,FRANK HAD AN IDEA THEY WOULD BE VISITED BY A BIG SNOWFALL BEFORE TWENTY FOUR HOURS HAD PASSED OF COURSE THAT'S ONLY A HAZARD FELLOWS HE TOLD BLUFF AND JERRY WHO WERE HELPING HIM ADD TO THE HANDY HEAP CLOSE TO THE DOOR OF THE CABIN,3,0.3
./dataset/3_3240_131232_0018.wav,"(589440,)",48000,12.28,train.clean.100,3240,131232,3240_131232_0018,OF GREAT AND DESERVED REPUTE I THOUGHT I SHOULD FOR ONCE LIKE TO TRACE THE ORIGIN OF ONE OF THESE FABULOUS TALES OUR OWN ACCEPTANCE IS THAT JUSTICE CANNOT BE IN AN INTERMEDIATE EXISTENCE,3,0.3
./dataset/3_3240_131231_0041.wav,"(487919,)",48000,10.165,train.clean.100,3240,131231,3240_131231_0041,IN THIS LETTER IT IS SAID THAT THE LARGEST FISHES WERE FIVE INCHES LONG AND THAT THESE DID NOT SURVIVE THE FALL REPORT OF THE BRITISH ASSOCIATION,3,0.3
./dataset/3_2514_149482_0073.wav,"(614160,)",48000,12.795,train.clean.100,2514,149482,2514_149482_0073,SHE'LL THANK YOU FOR THAT SIR SAID MISSUS STRINGHAM WITH A FLUSHED FIRMNESS YET DOESN'T SILENCE IN SUCH A CASE AUNT MAUD BLANDLY ENQUIRED VERY OFTEN QUITE PROVE THE DEPTH OF THE IMPRESSION,3,0.3
./dataset/3_2514_149482_0003.wav,"(686640,)",48000,14.305,train.clean.100,2514,149482,2514_149482_0003,THE LONG DAYLIGHT THE POSTPONED LAMPS THE HABIT OF THE HOUR MADE DINNERS LATE AND GUESTS STILL LATER SO THAT PUNCTUAL AS HE WAS HE HAD FOUND MISSUS LOWDER ALONE WITH KATE HERSELF NOT YET IN THE FIELD,3,0.3
./dataset/3_3240_131231_0019.wav,"(628800,)",48000,13.1,train.clean.100,3240,131231,3240_131231_0019,A FALL OF SMALL FROGS NEAR BIRMINGHAM ENGLAND JUNE THIRTIETH EIGHTEEN NINETY TWO IS ATTRIBUTED TO A SPECIFIC WHIRLWIND BUT NOT A WORD AS TO ANY SPECIAL POND THAT HAD CONTRIBUTED,3,0.3
./dataset/3_2514_149482_0041.wav,"(750000,)",48000,15.625,train.clean.100,2514,149482,2514_149482_0041,FOR HER BY HIS PROMPT RECOGNITION OF HER RARITY BY PRECEDING HER IN A FRIENDLY SPIRIT AS HE HAD THE EAR OF SOCIETY WITH A SHARP FLASHLIGHT OR TWO HE MET POOR DENSHER THESE ENQUIRIES AS HE COULD,3,0.3
./dataset/3_374_180298_0031.wav,"(746640,)",48000,15.555,train.clean.100,374,180298,374_180298_0031,MARGUERITE GOT ACCUSTOMED TO THIS NEW EXISTENCE WHOSE SALUTARY EFFECTS SHE ALREADY REALIZED SHE BEGAN TO SPEND SOME OF HER EVENINGS AT HOME OR IF THE WEATHER WAS FINE SHE WRAPPED HERSELF IN A SHAWL PUT ON A VEIL AND WE WENT ON FOOT,3,0.3
./dataset/3_374_180299_0042.wav,"(718560,)",48000,14.97,train.clean.100,374,180299,374_180299_0042,THE DUKE WROTE TO HER TWO OR THREE TIMES SHE RECOGNISED THE WRITING AND GAVE ME THE LETTERS WITHOUT READING THEM SOMETIMES THE TERMS OF THESE LETTERS BROUGHT TEARS TO MY EYES HE HAD IMAGINED THAT BY CLOSING HIS PURSE TO MARGUERITE,3,0.3
./dataset/3_7800_283492_0020.wav,"(637680,)",48000,13.285,train.clean.100,7800,283492,7800_283492_0020,WHEW IT DOES TAKE YOU TO SEE THROUGH THINGS BLUFF DECLARED WITH A LAUGH I CAN UNDERSTAND NOW THAT IT WAS A BIG STREAK OF LUCK FOR TED WHEN HE MET WITH THAT BEAR TRAP WE NEVER KNOW WHEN WE'RE WELL OFF DO WE,3,0.3
./dataset/3_1088_129236_0006.wav,"(537840,)",48000,11.205,train.clean.100,1088,129236,1088_129236_0006,FOR IT IS TO BE CONSIDERED THAT THIS PASSION OF WHICH WE SPEAK THOUGH IT BEGIN WITH THE YOUNG YET FORSAKES NOT THE OLD OR RATHER SUFFERS NO ONE WHO IS TRULY ITS SERVANT TO GROW OLD,3,0.3
./dataset/3_3240_131231_0024.wav,"(419759,)",48000,8.745,train.clean.100,3240,131231,3240_131231_0024,DATE NOT GIVEN BUT I HAVE SEEN IT RECORDED SOMEWHERE ELSE THE BEST KNOWN FALL OF FISHES FROM THE SKY IS THAT WHICH OCCURRED AT MOUNTAIN ASH,3,0.3
./dataset/3_7800_283493_0015.wav,"(719760,)",48000,14.995,train.clean.100,7800,283493,7800_283493_0015,I'M BEGINNING TO BELIEVE WILL WAS NOT SO FAR OUT OF THE WAY AFTER ALL WHEN HE SAID IT MIGHT BE THE GIANT OF ALL MAINE MOOSE BLUFF GOT UP AGAIN SHAKING HIS HEAD OH THE MEANEST LUCK THAT EVER WAS HE LAMENTED,3,0.3
./dataset/3_374_180298_0040.wav,"(757440,)",48000,15.78,train.clean.100,374,180298,374_180298_0040,PRUDENCE WAS ONE OF THOSE WOMEN WHO SEEM MADE ON PURPOSE FOR DAYS IN THE COUNTRY WITH HER UNCHANGING GOOD HUMOUR AND HER ETERNAL APPETITE SHE NEVER LEFT A DULL MOMENT TO THOSE WHOM SHE WAS WITH AND WAS PERFECTLY HAPPY IN ORDERING EGGS CHERRIES MILK,3,0.3
./dataset/3_2063_148526_0040.wav,"(325680,)",48000,6.785,train.other.500,2063,148526,2063_148526_0040,BUT THEY FEEL IMPRISONED WITHIN BOUNDS WHICH THEY WILL APPARENTLY NEVER BE ALLOWED TO PASS,3,0.3
./dataset/3_8296_279865_0024.wav,"(215040,)",48000,4.48,train.other.500,8296,279865,8296_279865_0024,CONSISTING OF SEVEN HOUSES WITH AS MANY FAMILIES LOCATED THERE,3,0.3
