6432_63723_000000_000000	CHAPTER XII	CHAPTER twelve	false	0.72	19.545	22.561779
6432_63723_000029_000000	And there was, when Daley, of the _Times_, scooped the other reporters and sprang his sensational story of the separation of the Larchs, the case having been heard in camera by the vice chancellor.	And there was, when Daley, of the underscore Times underscore, scooped the other reporters and sprang his sensational story of the separation of the Larchs, the case having been heard in camera by the vice chancellor.	false	347.45	358.3	21.694162
6432_63723_000030_000000	The murder of Mrs. Darcy had, some time ago, been shifted off the front page, though it would get back there when the young jeweler was tried. As for the killing of Shere Ali, that occasioned only passing interest, the murdered man not being well known.	The murder of mrs Darcy had, some time ago, been shifted off the front page, though it would get back there when the young jeweler was tried. As for the killing of Shere Ali, that occasioned only passing interest, the murdered man not being well known.	true	358.37	373.36	22.516912
6432_63723_000031_000000	But the separation of Mr. and Mrs. Larch was different.	But the separation of mr and mrs Larch was different.	true	374	376.93	21.316359
6432_63723_000031_000001	The finely appointed hotel kept by Larch, called the "Homestead," from the name of an old inn of Colonial days which it replaced, was known for miles around.	The finely appointed hotel kept by Larch, called the "Homestead," from the name of an old inn of Colonial days which it replaced, was known for miles around.	true	377.33	387.13	22.437817
6432_63723_000031_000002	It had a double reputation, so to speak.	It had a double reputation, so to speak.	true	387.2	389.8	23.297085
6432_63723_000031_000003	Though it had a grill, in which, nightly, there gathered such of the "sports" of Colchester as cared for that form of entertainment, the Homestead also catered to gatherings of a more refined nature.	Though it had a grill, in which, nightly, there gathered such of the "sports" of Colchester as cared for that form of entertainment, the Homestead also catered to gatherings of a more refined nature.	false	390.11	401.86	23.545732
6432_63723_000031_000004	Grave, and even reverend, conventions assembled in its ballroom, and politicians of the upper, if not better, class were frequently seen in its dining-room or cafe.	Grave, and even reverend, conventions assembled in its ballroom, and politicians of the upper, if not better, class were frequently seen in its dining room or cafe.	true	401.99	412.41	21.400442
6432_63723_000031_000005	Being convenient to the courthouse, nearly all the judges and lawyers took lunch there.	Being convenient to the courthouse, nearly all the judges and lawyers took lunch there.	true	412.41	416.95	20.43003
6432_63723_000031_000006	The place was also the scene of more or less important political dinners of the state, at which matters in no slight degree affecting national policies were often whipped into shape.	The place was also the scene of more or less important political dinners of the state, at which matters in no slight degree affecting national policies were often whipped into shape.	false	417.17	427.18	23.252768
6432_63723_000032_000000	Larch himself was a peculiar character.	Larch himself was a peculiar character.	true	427.67	430.09	27.543005
6432_63723_000032_000001	In a smaller place he would have been called a saloon keeper.	In a smaller place he would have been called a saloon keeper.	true	430.22	433.24	23.126871
6432_63723_000032_000002	Going a little higher up the scale in population he might have been designated as a hotel proprietor.	Going a little higher up the scale in population he might have been designated as a hotel proprietor.	true	433.28	439.18	24.34966
6432_63723_000032_000003	But in Colchester, which was rather unique among cities, he was looked up to as one of the substantial citizens of the place, for he owned the Homestead, where Washington, when it was a wayside inn, had stopped one night--at least such was the rumor--and families socially prominent, some of whose members had very strong views on prohibition, did not hesitate to attend balls given at the hotel.	But in Colchester, which was rather unique among cities, he was looked up to as one of the substantial citizens of the place, for he owned the Homestead, where Washington, when it was a wayside inn, had stopped one night-at least such was the rumor-and families socially prominent, some of whose members had very strong views on prohibition, did not hesitate to attend balls given at the hotel.	true	439.43	462.4	22.104376
6432_63723_000033_000000	And it was this man, rich, it was said, handsome certainly, that Cynthia Ratchford had married.	And it was this man, rich, it was said, handsome certainly, that Cynthia Ratchford had married.	false	462.44	468.34	22.913517
6432_63723_000033_000001	There had been other lovers whom she might have wedded, it was rumored, and more than one had remarked:	There had been other lovers whom she might have wedded, it was rumored, and more than one had remarked:	false	468.38	473.625	20.64636
6432_63723_000034_000000	"Why did she take him?"	"Why did she take him?"	true	473.625	475.15	20.977428
6432_63723_000035_000000	To this was the answer--whispered:	To this was the answer-whispered:	true	475.4	477.4	23.588047
6432_63723_000036_000000	"Money!"	"Money!"	true	477.56	478.3	20.237167
6432_63723_000037_000000	And, in a way, it was true.	And, in a way, it was true.	true	478.46	480.39	25.427103
6432_63723_000037_000001	The family of Cynthia Larch--at least her mother--was socially ambitious, and she saw that if her daughter became the wife of Langford Larch his wealth, combined with her own family connections, would give her a chance not only to shine in the way she desired, but to eclipse some satellites who had outshone her in the social firmament.	The family of Cynthia Larch-at least her mother-was socially ambitious, and she saw that if her daughter became the wife of Langford Larch his wealth, combined with her own family connections, would give her a chance not only to shine in the way she desired, but to eclipse some satellites who had outshone her in the social firmament.	false	480.39	500.23	21.938608
6432_63723_000037_000002	She also saw an opportunity of paying old debts and reaping some revenges.	She also saw an opportunity of paying old debts and reaping some revenges.	true	500.54	505.15	21.01413
6432_63723_000038_000000	All of this she had done, in a measure.	All of this she had done, in a measure.	false	505.79	508.06	20.252949
6432_63723_000038_000001	After the marriage, which was a brilliant and gay one, if not happy, the Larch hotel--it could hardly be called a home--became the scene of many festive occasions.	After the marriage, which was a brilliant and gay one, if not happy, the Larch hotel-it could hardly be called a home-became the scene of many festive occasions.	true	508.13	518.02	22.145449
6432_63723_000038_000002	A number of entertainments were given, remarkable for the brilliant and effective dresses of the women, the multiplicity and richness of the food, and the variety of the wines.	A number of entertainments were given, remarkable for the brilliant and effective dresses of the women, the multiplicity and richness of the food, and the variety of the wines.	false	518.6	528.28	21.909973
6432_63723_000039_000000	Langford Larch could not himself be called a drinking man. Occasionally, as almost perforce he had to, he drank a little wine. But he was never noticeably drunk.	Langford Larch could not himself be called a drinking man. Occasionally, as almost perforce he had to, he drank a little wine. But he was never noticeably drunk.	true	528.35	538.21	21.822058
6432_63723_000039_000001	Nor was that side of his business ever accentuated.	Nor was that side of his business ever accentuated.	true	538.4	541.36	21.05889
6432_63723_000040_000000	Gradually there had come about little whispers that Cynthia Larch had made a mistake in her marriage.	Gradually there had come about little whispers that Cynthia Larch had made a mistake in her marriage.	true	542	547.09	22.393967
6432_63723_000040_000001	There was little that was tangible--mere gossip--a hint that she would have been happier with some one else, though he had not so much money as had Larch.	There was little that was tangible-mere gossip-a hint that she would have been happier with some one else, though he had not so much money as had Larch.	true	547.34	555.79	21.24325
6432_63723_000041_000000	The rumors floated about a bit, seemed to sink, and then started off at full steam just before the news of the separation became public.	The rumors floated about a bit, seemed to sink, and then started off at full steam just before the news of the separation became public.	true	556.31	563.89	22.546978
6432_63723_000041_000001	Then it was said of Larch that, soon after the echoes of the wedding chimes had died away, he had begun to treat his wife with refined cruelty--that hidden away from the public, underneath his habitual manner, there was the rawness of the brute.	Then it was said of Larch that, soon after the echoes of the wedding chimes had died away, he had begun to treat his wife with refined cruelty-that hidden away from the public, underneath his habitual manner, there was the rawness of the brute.	false	564.32	578.95	23.0994
6432_63723_000042_000000	But, for a time, the entertainments were kept up, and Cynthia, lovelier than ever, presided at her husband's table, graced it with her presence, and laughed and smiled at the men and women who came to partake of their lavish hospitality.	But, for a time, the entertainments were kept up, and Cynthia, lovelier than ever, presided at her husband's table, graced it with her presence, and laughed and smiled at the men and women who came to partake of their lavish hospitality.	true	579.08	593.2	23.65154
6432_63723_000043_000000	But it was noticed that the older and more conservative families were less often represented, and, when they were, it was by some of the younger members, whose reputations were already smirched or who had not yet acquired any, and were willing to "take a chance."	But it was noticed that the older and more conservative families were less often represented, and, when they were, it was by some of the younger members, whose reputations were already smirched or who had not yet acquired any, and were willing to "take a chance."	false	593.51	607.69	23.041384
6432_63723_000044_000000	And, also, old friends of Mrs. Larch observed that the smile did not long linger on her face.	And, also, old friends of mrs Larch observed that the smile did not long linger on her face.	false	608.12	613.36	21.931221
6432_63723_000044_000001	And that behind the laughter in her eyes was the shadow of a skeleton at the feast.	And that behind the laughter in her eyes was the shadow of a skeleton at the feast.	true	613.7	617.95	23.939714
6432_63723_000044_000002	Then came the legal separation and the parting.	Then came the legal separation and the parting.	false	618.74	621.34	23.733873
6432_63723_000044_000003	Mrs. Larch, resuming, her maiden name, it was announced, had gone to a quiet place to rest.	mrs Larch, resuming, her maiden name, it was announced, had gone to a quiet place to rest.	true	621.83	627.64	21.656504
6432_63723_000045_000000	To her few intimates it was known that Cynthia had gone to the little village of Pompey, where her father owned a small summer home.	To her few intimates it was known that Cynthia had gone to the little village of Pompey, where her father owned a small summer home.	false	628.37	635.56	21.004946
6432_63723_000045_000001	As for Larch, he met the various questions fired at him by his friends and others at the Homestead, as well as he was able.	As for Larch, he met the various questions fired at him by his friends and others at the Homestead, as well as he was able.	false	635.81	642.405	23.840046
6432_63723_000045_000002	It was all due to a misunderstanding, he said.	It was all due to a misunderstanding, he said.	true	642.405	644.95	20.57352
6432_63723_000046_000000	That was before the whole story of his cruel treatment of his wife became known.	That was before the whole story of his cruel treatment of his wife became known.	false	645.02	649.15	22.260862
6432_63723_000046_000001	For the papers of her testimony had been sealed, and it was only by a sharp trick on the part of Daley that he got access to them.	For the papers of her testimony had been sealed, and it was only by a sharp trick on the part of Daley that he got access to them.	true	649.25	655.995	21.627438
6432_63723_000046_000002	Incidentally the vice chancelor was furious when it became known that the documents had been inspected by a reporter, but then it was too late.	Incidentally the vice chancelor was furious when it became known that the documents had been inspected by a reporter, but then it was too late.	true	655.995	662.775	20
6432_63723_000047_000000	The story spread over half the front page of the _Times_, and it was noted that the evening the paper came out a dinner which was to have been given by the Lawyers' Club at the Homestead was unexpectedly postponed.	The story spread over half the front page of the underscore Times underscore, and it was noted that the evening the paper came out a dinner which was to have been given by the Lawyers' Club at the Homestead was unexpectedly postponed.	false	662.775	674.29	23.592787
6432_63723_000048_000000	"It wouldn't do, you know, after that story came out, for me and the vice chancellor who sat in the case, as well as other judges and members of the bar, to be seen there," Kenneth explained to the colonel.	"It wouldn't do, you know, after that story came out, for me and the vice chancellor who sat in the case, as well as other judges and members of the bar, to be seen there," Kenneth explained to the colonel.	false	674.72	685.24	22.557207
6432_63723_000049_000000	Slowly and gradually, but none the less surely, a change came over the Homestead.	Slowly and gradually, but none the less surely, a change came over the Homestead.	false	685.43	690.25	21.657171
6432_63723_000049_000001	The gathering of congenial spirits, who knew they would be undisturbed by a roistering element, grew less frequent in the grill and Tudor rooms.	The gathering of congenial spirits, who knew they would be undisturbed by a roistering element, grew less frequent in the grill and Tudor rooms.	false	690.56	698.83	21.902311
6432_63723_000049_000002	And it was whispered about:	And it was whispered about:	true	698.84	700.395	26.28319
6432_63723_000050_000000	"Larch is lushing!"	"Larch is lushing!"	true	700.395	701.71	22.232023
6432_63723_000051_000000	Meanwhile Colonel Ashley was a very busy man, and to no one did he tell very much about his activities.	Meanwhile Colonel Ashley was a very busy man, and to no one did he tell very much about his activities.	true	702.08	708.255	20.908298
6432_63723_000051_000001	He saw Darcy frequently at the jail, and to that young man's pleadings that something be done, always returned the answer:	He saw Darcy frequently at the jail, and to that young man's pleadings that something be done, always returned the answer:	true	708.255	714.94	19.995428
6432_63723_000052_000000	"Don't worry!	"Don't worry!	true	714.98	715.93	21.805462
6432_63723_000052_000001	It will come out all right!"	It will come out all right!"	true	716	717.46	22.612183
6432_63723_000053_000000	"But Amy--and the disgrace?"	"But Amy-and the disgrace?"	true	717.56	719.86	22.895134
6432_63723_000054_000000	"She doesn't consider herself disgraced, and you shouldn't.	"She doesn't consider herself disgraced, and you shouldn't.	true	720.41	723.55	23.303839
6432_63723_000054_000001	The best of police headquarters or prosecutor's detectives make mistakes.	The best of police headquarters or prosecutor's detectives make mistakes.	true	723.62	727.72	23.693018
6432_63723_000054_000002	I'm going to rectify them.	I'm going to rectify them.	true	727.91	729.52	23.192402
6432_63723_000054_000003	But it will take time."	But it will take time."	true	729.62	730.99	24.12583
6432_63723_000055_000000	"Do you know who killed my cousin?"	"Do you know who killed my cousin?"	true	731.3	733.03	24.531101
6432_63723_000056_000000	"I think I do."	"I think I do."	true	733.37	734.5	20.577639
6432_63723_000057_000000	"Then for the love of--"	"Then for the love of-"	true	735.62	736.965	20.134743
6432_63723_000058_000000	"I can't tell you yet, Darcy.	"I can't tell you yet, Darcy.	true	736.965	738.67	22
6432_63723_000058_000001	All in good time.	All in good time.	true	739.1	740.38	21.959312
6432_63723_000058_000002	I've got to be sure of my ground before I make too many moves.	I've got to be sure of my ground before I make too many moves.	false	740.75	744.04	21
6432_63723_000058_000003	Oh, I know it's hard for you to stay here, and hard to have the stigma attached to your name. It's hard for Miss Mason, too, although she's bearing up like a major. Gad, sir, that's what _she's_ doing!	Oh, I know it's hard for you to stay here, and hard to have the stigma attached to your name. It's hard for Miss Mason, too, although she's bearing up like a major. Gad, sir, that's what underscore she's underscore doing!	false	744.17	756.07	21.654753
6432_63723_000059_000000	"You've got a friend in her of whom you may be proud.	"You've got a friend in her of whom you may be proud.	true	756.35	758.955	21.47218
6432_63723_000059_000001	And her father, too--he's with you from the drop of the flag, he told me.	And her father, too-he's with you from the drop of the flag, he told me.	true	758.955	763.3	22.839706
6432_63723_000059_000002	Quite a racing man he is, a gentleman and a fine judge not only of whisky, which is good in its place, but of horses and men, too.	Quite a racing man he is, a gentleman and a fine judge not only of whisky, which is good in its place, but of horses and men, too.	true	763.52	771.34	22.48859
6432_63723_000059_000003	Darcy, you've got good friends!"	Darcy, you've got good friends!"	true	771.5	773.86	23.271683
6432_63723_000060_000000	"I know it, Colonel, and I count you among the best."	"I know it, Colonel, and I count you among the best."	false	773.99	777.49	22.821562
6432_63723_000061_000000	"Thanks.	"Thanks.	true	777.89	778.69	23.662527
6432_63723_000061_000001	Then prove it by not asking me to play my hand before I have all the cards I want.	Then prove it by not asking me to play my hand before I have all the cards I want.	false	779.03	783.39	21.83913
6432_63723_000061_000002	All in good time.	All in good time.	true	783.39	784.38	14
6432_63723_000061_000003	I'm working several ends, and they all must be fitted together, like the old jigsaw puzzle, before I can act.	I'm working several ends, and they all must be fitted together, like the old jigsaw puzzle, before I can act.	true	784.38	791.08	21.521585
6432_63723_000061_000004	Besides, anything I could say now wouldn't set you free.	Besides, anything I could say now wouldn't set you free.	true	791.75	795.13	20.458979
6432_63723_000061_000005	You can't get out before a trial or before I can produce some one on whom I can actually fasten the murder.	You can't get out before a trial or before I can produce some one on whom I can actually fasten the murder.	true	795.5	801.82	22.392466
6432_63723_000061_000006	And I can't do that yet.	And I can't do that yet.	true	801.92	803.62	22.286612
6432_63723_000061_000007	You aren't the only suspect, though.	You aren't the only suspect, though.	true	803.81	805.75	27.184948
6432_63723_000061_000008	There's Harry King, still locked up--"	There's Harry King, still locked up-"	true	806.03	808.36	24.705124
6432_63723_000062_000000	"No, he isn't, Colonel."	"No, he isn't, Colonel."	false	809.21	810.55	21.073025
6432_63723_000063_000000	"He isn't?" cried the old detective, and there was surprise in his voice.	"He isn't?" cried the old detective, and there was surprise in his voice.	true	810.95	815.17	22.641073
6432_63723_000064_000000	"No.	"no	true	815.57	816.42	23.225962
6432_63723_000064_000001	He was bailed out to-day.	He was bailed out to day.	true	816.42	817.89	24.786116
6432_63723_000064_000002	I thought you knew it."	I thought you knew it."	true	817.89	819.01	23.887949
6432_63723_000065_000000	"I didn't.	"I didn't.	true	819.56	820.395	21.433605
6432_63723_000065_000001	I'm glad you told me, though.	I'm glad you told me, though.	true	820.395	821.95	24.388323
6432_63723_000065_000002	So King got bail!	So King got bail!	true	822.32	824.145	25.00759
6432_63723_000065_000003	Who put it up?	Who put it up?	true	824.145	825.075	27.895382
6432_63723_000065_000004	It was high!"	It was high!"	false	825.075	826.68	21.375906
6432_63723_000066_000000	"Larch!"	"Larch!"	true	826.68	827.47	27.10778
6432_63723_000067_000000	"The hotel keeper?"	"The hotel keeper?"	true	827.51	829	25.035189
6432_63723_000068_000000	"So I understand.	"So I understand.	true	829.19	830.5	18.576635
6432_63723_000068_000001	They took Harry away a while ago.	They took Harry away a while ago.	true	830.75	832.8	24.659435
6432_63723_000068_000002	I wish I had been in his shoes."	I wish I had been in his shoes."	true	832.8	834.64	17.432695
6432_63723_000069_000000	"I'm glad you're not.	"I'm glad you're not.	true	834.8	836.025	25.358513
6432_63723_000069_000001	I don't imagine, for a moment, that fool King had a hand in this affair.	I don't imagine, for a moment, that fool King had a hand in this affair.	true	836.025	839.83	21.721798
6432_63723_000069_000002	In fact I know he didn't.	In fact I know he didn't.	false	839.99	841.74	23.6747
6432_63723_000069_000003	But his are pretty uncertain shoes to be in just the same.	But his are pretty uncertain shoes to be in just the same.	true	841.74	844.665	15
6432_63723_000069_000004	Now cheer up!	Now cheer up!	true	844.665	845.415	24.502117
6432_63723_000069_000005	This setting him free on bail has given me a new angle to work on.	This setting him free on bail has given me a new angle to work on.	false	845.415	849.69	18.46396
6432_63723_000069_000006	So cheer up, and I'll do the best I can for you.	So cheer up, and I'll do the best I can for you.	true	849.69	852.76	23.663431
6432_63723_000069_000007	Any message you want to send to Miss Mason?"	Any message you want to send to Miss Mason?"	false	853.1	855.37	21.52662
